dt,AverageTemperature,AverageTemperatureUncertainty,Country
1977-01-01,2.549,0.229,Belgium
1977-02-01,5.1530000000000005,0.221,Belgium
1977-03-01,7.604999999999999,0.17,Belgium
1977-04-01,7.004,0.282,Belgium
1977-05-01,12.345999999999998,0.213,Belgium
1977-06-01,14.935,0.27,Belgium
1977-07-01,17.253,0.18,Belgium
1977-08-01,16.541,0.206,Belgium
1977-09-01,13.568,0.185,Belgium
1977-10-01,11.809,0.165,Belgium
1977-11-01,6.3660000000000005,0.214,Belgium
1977-12-01,4.404,0.281,Belgium
1978-01-01,2.443,0.199,Belgium
1978-02-01,1.5319999999999998,0.202,Belgium
1978-03-01,6.667999999999998,0.187,Belgium
1978-04-01,7.632999999999999,0.304,Belgium
1978-05-01,12.601,0.14400000000000002,Belgium
1978-06-01,15.213,0.172,Belgium
1978-07-01,16.038,0.174,Belgium
1978-08-01,15.875,0.271,Belgium
1978-09-01,13.887,0.121,Belgium
1978-10-01,10.897,0.214,Belgium
1978-11-01,5.492999999999999,0.35100000000000003,Belgium
1978-12-01,2.507,0.277,Belgium
1979-01-01,-2.9960000000000004,0.21,Belgium
1979-02-01,0.3340000000000001,0.35600000000000004,Belgium
1979-03-01,5.2639999999999985,0.233,Belgium
1979-04-01,8.068999999999999,0.135,Belgium
1979-05-01,12.457999999999998,0.292,Belgium
1979-06-01,15.995999999999999,0.251,Belgium
1979-07-01,16.902,0.117,Belgium
1979-08-01,16.072,0.27,Belgium
1979-09-01,14.515,0.125,Belgium
1979-10-01,11.350999999999999,0.14400000000000002,Belgium
1979-11-01,5.547000000000001,0.136,Belgium
1979-12-01,5.191,0.218,Belgium
1980-01-01,0.2369999999999999,0.214,Belgium
1980-02-01,5.324,0.184,Belgium
1980-03-01,5.436,0.181,Belgium
1980-04-01,7.9670000000000005,0.146,Belgium
1980-05-01,12.27,0.192,Belgium
1980-06-01,15.074000000000002,0.14300000000000002,Belgium
1980-07-01,15.799000000000001,0.194,Belgium
1980-08-01,17.602,0.263,Belgium
1980-09-01,15.748,0.131,Belgium
1980-10-01,9.275,0.184,Belgium
1980-11-01,4.36,0.165,Belgium
1980-12-01,2.476,0.195,Belgium
1981-01-01,2.144,0.254,Belgium
1981-02-01,1.3829999999999998,0.142,Belgium
1981-03-01,8.796999999999997,0.18,Belgium
1981-04-01,8.931999999999997,0.256,Belgium
1981-05-01,13.541,0.2,Belgium
1981-06-01,15.190999999999999,0.341,Belgium
1981-07-01,16.951999999999998,0.217,Belgium
1981-08-01,17.36,0.206,Belgium
1981-09-01,15.212,0.205,Belgium
1981-10-01,9.037,0.198,Belgium
1981-11-01,6.3950000000000005,0.17600000000000002,Belgium
1981-12-01,0.581,0.353,Belgium
1982-01-01,0.958,0.252,Belgium
1982-02-01,3.245,0.211,Belgium
1982-03-01,5.7029999999999985,0.189,Belgium
1982-04-01,8.219999999999999,0.233,Belgium
1982-05-01,13.5,0.17800000000000002,Belgium
1982-06-01,17.151,0.233,Belgium
1982-07-01,19.206,0.226,Belgium
1982-08-01,17.570999999999998,0.102,Belgium
1982-09-01,16.838,0.204,Belgium
1982-10-01,10.75,0.184,Belgium
1982-11-01,7.657,0.195,Belgium
1982-12-01,3.161,0.229,Belgium
1983-01-01,5.294,0.195,Belgium
1983-02-01,0.585,0.225,Belgium
1983-03-01,5.952000000000001,0.156,Belgium
1983-04-01,9.018,0.18600000000000005,Belgium
1983-05-01,11.257,0.2,Belgium
1983-06-01,16.887,0.175,Belgium
1983-07-01,21.155,0.242,Belgium
1983-08-01,19.027,0.155,Belgium
1983-09-01,14.778,0.163,Belgium
1983-10-01,10.494000000000002,0.194,Belgium
1983-11-01,5.813,0.208,Belgium
1983-12-01,3.2739999999999996,0.305,Belgium
1984-01-01,3.11,0.188,Belgium
1984-02-01,2.272,0.184,Belgium
1984-03-01,4.262,0.243,Belgium
1984-04-01,8.331,0.179,Belgium
1984-05-01,10.66,0.252,Belgium
1984-06-01,14.68,0.153,Belgium
1984-07-01,17.063,0.299,Belgium
1984-08-01,18.268,0.195,Belgium
1984-09-01,13.751,0.204,Belgium
1984-10-01,11.335999999999999,0.202,Belgium
1984-11-01,8.415,0.301,Belgium
1984-12-01,3.6460000000000004,0.203,Belgium
1985-01-01,-3.2910000000000004,0.234,Belgium
1985-02-01,-0.3030000000000004,0.235,Belgium
1985-03-01,4.202,0.091,Belgium
1985-04-01,9.001999999999997,0.318,Belgium
1985-05-01,13.482000000000001,0.37,Belgium
1985-06-01,14.374,0.333,Belgium
1985-07-01,18.119,0.248,Belgium
1985-08-01,16.491,0.243,Belgium
1985-09-01,15.202,0.238,Belgium
1985-10-01,10.429,0.16699999999999998,Belgium
1985-11-01,2.6260000000000003,0.174,Belgium
1985-12-01,5.212999999999999,0.414,Belgium
1986-01-01,2.362,0.38,Belgium
1986-02-01,-3.695,0.253,Belgium
1986-03-01,4.731,0.199,Belgium
1986-04-01,6.501999999999999,0.162,Belgium
1986-05-01,13.963,0.307,Belgium
1986-06-01,17.17,0.264,Belgium
1986-07-01,17.757,0.166,Belgium
1986-08-01,16.451,0.196,Belgium
1986-09-01,12.144,0.156,Belgium
1986-10-01,11.878,0.149,Belgium
1986-11-01,7.57,0.219,Belgium
1986-12-01,4.335,0.173,Belgium
1987-01-01,-3.0989999999999998,0.313,Belgium
1987-02-01,1.944,0.151,Belgium
1987-03-01,2.888,0.201,Belgium
1987-04-01,11.088,0.166,Belgium
1987-05-01,10.669999999999998,0.222,Belgium
1987-06-01,14.543,0.193,Belgium
1987-07-01,17.459,0.201,Belgium
1987-08-01,16.977,0.235,Belgium
1987-09-01,15.913,0.248,Belgium
1987-10-01,11.019,0.207,Belgium
1987-11-01,5.8820000000000014,0.344,Belgium
1987-12-01,3.5380000000000003,0.198,Belgium
1988-01-01,5.612,0.248,Belgium
1988-02-01,4.0089999999999995,0.185,Belgium
1988-03-01,5.377999999999999,0.166,Belgium
1988-04-01,9.361,0.223,Belgium
1988-05-01,14.55,0.14300000000000002,Belgium
1988-06-01,15.352,0.273,Belgium
1988-07-01,16.585,0.205,Belgium
1988-08-01,17.564999999999998,0.192,Belgium
1988-09-01,14.278,0.174,Belgium
1988-10-01,11.175,0.17800000000000002,Belgium
1988-11-01,5.347,0.225,Belgium
1988-12-01,6.272,0.299,Belgium
1989-01-01,3.847,0.189,Belgium
1989-02-01,4.646,0.2,Belgium
1989-03-01,8.799999999999997,0.224,Belgium
1989-04-01,7.4670000000000005,0.272,Belgium
1989-05-01,15.364999999999998,0.268,Belgium
1989-06-01,16.136,0.158,Belgium
1989-07-01,18.945,0.327,Belgium
1989-08-01,18.206,0.314,Belgium
1989-09-01,15.772,0.23,Belgium
1989-10-01,12.415999999999999,0.285,Belgium
1989-11-01,5.263999999999999,0.212,Belgium
1989-12-01,4.19,0.2,Belgium
1990-01-01,4.583,0.246,Belgium
1990-02-01,7.661,0.106,Belgium
1990-03-01,8.471,0.25,Belgium
1990-04-01,8.538,0.129,Belgium
1990-05-01,14.937000000000001,0.21600000000000005,Belgium
1990-06-01,15.443,0.272,Belgium
1990-07-01,17.736,0.247,Belgium
1990-08-01,19.582,0.247,Belgium
1990-09-01,13.33,0.255,Belgium
1990-10-01,12.207,0.271,Belgium
1990-11-01,5.978,0.238,Belgium
1990-12-01,2.758,0.281,Belgium
1991-01-01,2.725,0.165,Belgium
1991-02-01,-0.3210000000000002,0.162,Belgium
1991-03-01,8.899,0.197,Belgium
1991-04-01,8.568,0.166,Belgium
1991-05-01,10.678999999999998,0.212,Belgium
1991-06-01,13.603000000000002,0.139,Belgium
1991-07-01,19.102,0.254,Belgium
1991-08-01,18.925,0.217,Belgium
1991-09-01,16.183,0.173,Belgium
1991-10-01,10.177999999999999,0.138,Belgium
1991-11-01,5.309,0.203,Belgium
1991-12-01,2.66,0.18,Belgium
1992-01-01,2.075,0.223,Belgium
1992-02-01,4.5299999999999985,0.218,Belgium
1992-03-01,7.034,0.206,Belgium
1992-04-01,8.905999999999997,0.29,Belgium
1992-05-01,15.413,0.202,Belgium
1992-06-01,16.919,0.311,Belgium
1992-07-01,18.814,0.225,Belgium
1992-08-01,18.771,0.241,Belgium
1992-09-01,14.732000000000001,0.405,Belgium
1992-10-01,7.869,0.13699999999999998,Belgium
1992-11-01,7.52,0.23,Belgium
1992-12-01,3.2880000000000003,0.436,Belgium
1993-01-01,4.894,0.117,Belgium
1993-02-01,1.6759999999999995,0.187,Belgium
1993-03-01,6.207999999999998,0.145,Belgium
1993-04-01,11.398,0.211,Belgium
1993-05-01,14.896999999999998,0.268,Belgium
1993-06-01,16.846,0.153,Belgium
1993-07-01,17.025,0.228,Belgium
1993-08-01,16.273,0.252,Belgium
1993-09-01,13.693,0.24,Belgium
1993-10-01,9.033999999999999,0.179,Belgium
1993-11-01,2.3819999999999997,0.267,Belgium
1993-12-01,4.784,0.188,Belgium
1994-01-01,4.4860000000000015,0.237,Belgium
1994-02-01,2.491,0.174,Belgium
1994-03-01,7.931999999999999,0.192,Belgium
1994-04-01,8.729,0.282,Belgium
1994-05-01,13.075,0.206,Belgium
1994-06-01,16.467,0.234,Belgium
1994-07-01,21.660999999999998,0.275,Belgium
1994-08-01,18.34,0.16399999999999998,Belgium
1994-09-01,13.992,0.294,Belgium
1994-10-01,9.832,0.14400000000000002,Belgium
1994-11-01,9.881,0.166,Belgium
1994-12-01,5.074999999999998,0.107,Belgium
1995-01-01,3.359,0.177,Belgium
1995-02-01,6.564,0.17600000000000002,Belgium
1995-03-01,5.4289999999999985,0.172,Belgium
1995-04-01,9.154,0.215,Belgium
1995-05-01,13.592,0.177,Belgium
1995-06-01,15.177999999999999,0.16699999999999998,Belgium
1995-07-01,20.802,0.272,Belgium
1995-08-01,20.092,0.267,Belgium
1995-09-01,14.15,0.248,Belgium
1995-10-01,13.343,0.153,Belgium
1995-11-01,6.441,0.207,Belgium
1995-12-01,0.2569999999999997,0.214,Belgium
1996-01-01,0.998,0.214,Belgium
1996-02-01,0.8719999999999997,0.17,Belgium
1996-03-01,3.7319999999999993,0.145,Belgium
1996-04-01,9.712,0.263,Belgium
1996-05-01,11.263,0.252,Belgium
1996-06-01,16.393,0.127,Belgium
1996-07-01,17.089000000000002,0.18,Belgium
1996-08-01,17.668,0.209,Belgium
1996-09-01,12.837,0.237,Belgium
1996-10-01,10.648,0.228,Belgium
1996-11-01,5.4060000000000015,0.181,Belgium
1996-12-01,0.09999999999999963,0.105,Belgium
1997-01-01,-1.222,0.096,Belgium
1997-02-01,6.032,0.152,Belgium
1997-03-01,8.472999999999999,0.241,Belgium
1997-04-01,8.228,0.159,Belgium
1997-05-01,13.466,0.206,Belgium
1997-06-01,16.262,0.223,Belgium
1997-07-01,17.658,0.316,Belgium
1997-08-01,21.112,0.272,Belgium
1997-09-01,15.067,0.099,Belgium
1997-10-01,9.748,0.252,Belgium
1997-11-01,6.5470000000000015,0.12,Belgium
1997-12-01,4.298,0.112,Belgium
1998-01-01,3.8710000000000004,0.205,Belgium
1998-02-01,5.525,0.193,Belgium
1998-03-01,7.417000000000001,0.16,Belgium
1998-04-01,9.195,0.202,Belgium
1998-05-01,15.349,0.192,Belgium
1998-06-01,16.609,0.173,Belgium
1998-07-01,16.77,0.105,Belgium
1998-08-01,17.590999999999998,0.23,Belgium
1998-09-01,15.254000000000001,0.233,Belgium
1998-10-01,9.701,0.16899999999999998,Belgium
1998-11-01,3.3539999999999996,0.119,Belgium
1998-12-01,3.794,0.158,Belgium
1999-01-01,4.8900000000000015,0.171,Belgium
1999-02-01,2.863,0.172,Belgium
1999-03-01,7.441999999999998,0.168,Belgium
1999-04-01,9.984,0.202,Belgium
1999-05-01,14.964,0.27,Belgium
1999-06-01,15.790999999999999,0.17600000000000002,Belgium
1999-07-01,19.585,0.29,Belgium
1999-08-01,18.163,0.21600000000000005,Belgium
1999-09-01,17.774,0.209,Belgium
1999-10-01,10.402999999999999,0.201,Belgium
1999-11-01,5.519,0.198,Belgium
1999-12-01,3.833,0.104,Belgium
2000-01-01,3.285,0.129,Belgium
2000-02-01,5.566000000000002,0.1,Belgium
2000-03-01,6.9670000000000005,0.174,Belgium
2000-04-01,10.212,0.117,Belgium
2000-05-01,15.165,0.279,Belgium
2000-06-01,17.049,0.172,Belgium
2000-07-01,15.795,0.247,Belgium
2000-08-01,18.39,0.311,Belgium
2000-09-01,16.155,0.221,Belgium
2000-10-01,11.21,0.184,Belgium
2000-11-01,7.452000000000001,0.245,Belgium
2000-12-01,5.164999999999999,0.187,Belgium
2001-01-01,2.904,0.187,Belgium
2001-02-01,4.551,0.252,Belgium
2001-03-01,6.470999999999999,0.146,Belgium
2001-04-01,8.325,0.16399999999999998,Belgium
2001-05-01,15.023,0.191,Belgium
2001-06-01,15.763,0.314,Belgium
2001-07-01,19.016,0.194,Belgium
2001-08-01,19.316,0.181,Belgium
2001-09-01,13.281,0.28800000000000003,Belgium
2001-10-01,14.099,0.205,Belgium
2001-11-01,5.885,0.239,Belgium
2001-12-01,1.886,0.19,Belgium
2002-01-01,3.444,0.241,Belgium
2002-02-01,6.9510000000000005,0.166,Belgium
2002-03-01,7.561,0.2,Belgium
2002-04-01,9.742,0.151,Belgium
2002-05-01,13.82,0.189,Belgium
2002-06-01,17.402,0.138,Belgium
2002-07-01,17.944000000000003,0.231,Belgium
2002-08-01,18.751,0.146,Belgium
2002-09-01,14.591,0.212,Belgium
2002-10-01,10.304,0.343,Belgium
2002-11-01,8.083,0.208,Belgium
2002-12-01,3.8360000000000003,0.248,Belgium
2003-01-01,1.795,0.139,Belgium
2003-02-01,1.9269999999999998,0.304,Belgium
2003-03-01,8.2,0.189,Belgium
2003-04-01,10.216000000000001,0.197,Belgium
2003-05-01,14.091,0.254,Belgium
2003-06-01,19.224,0.194,Belgium
2003-07-01,19.59,0.271,Belgium
2003-08-01,20.848000000000003,0.536,Belgium
2003-09-01,15.383,0.257,Belgium
2003-10-01,7.778,0.189,Belgium
2003-11-01,7.756,0.206,Belgium
2003-12-01,3.635,0.213,Belgium
2004-01-01,2.874,0.24,Belgium
2004-02-01,4.4769999999999985,0.197,Belgium
2004-03-01,6.071999999999999,0.293,Belgium
2004-04-01,10.502,0.257,Belgium
2004-05-01,12.675,0.239,Belgium
2004-06-01,16.424,0.218,Belgium
2004-07-01,17.583,0.16899999999999998,Belgium
2004-08-01,19.219,0.251,Belgium
2004-09-01,15.951,0.168,Belgium
2004-10-01,11.489,0.256,Belgium
2004-11-01,5.962999999999999,0.154,Belgium
2004-12-01,2.202,0.161,Belgium
2005-01-01,4.135999999999999,0.16899999999999998,Belgium
2005-02-01,1.729,0.278,Belgium
2005-03-01,6.752999999999999,0.201,Belgium
2005-04-01,10.390999999999998,0.21,Belgium
2005-05-01,13.473,0.233,Belgium
2005-06-01,17.995,0.1,Belgium
2005-07-01,18.586,0.09,Belgium
2005-08-01,16.904999999999998,0.146,Belgium
2005-09-01,16.448999999999998,0.149,Belgium
2005-10-01,13.622,0.19,Belgium
2005-11-01,5.912999999999999,0.194,Belgium
2005-12-01,2.782,0.233,Belgium
2006-01-01,0.8340000000000001,0.242,Belgium
2006-02-01,2.114,0.22,Belgium
2006-03-01,4.215,0.25,Belgium
2006-04-01,9.084,0.311,Belgium
2006-05-01,14.243,0.375,Belgium
2006-06-01,17.391000000000002,0.131,Belgium
2006-07-01,22.837,0.243,Belgium
2006-08-01,16.55,0.269,Belgium
2006-09-01,18.334,0.18,Belgium
2006-10-01,13.763,0.132,Belgium
2006-11-01,8.607999999999999,0.162,Belgium
2006-12-01,5.17,0.231,Belgium
2007-01-01,6.4079999999999995,0.198,Belgium
2007-02-01,6.21,0.17,Belgium
2007-03-01,7.599,0.252,Belgium
2007-04-01,13.377,0.183,Belgium
2007-05-01,14.834000000000001,0.16399999999999998,Belgium
2007-06-01,17.605,0.22,Belgium
2007-07-01,17.387,0.171,Belgium
2007-08-01,17.209,0.13699999999999998,Belgium
2007-09-01,13.968,0.28,Belgium
2007-10-01,9.964,0.159,Belgium
2007-11-01,6.0680000000000005,0.272,Belgium
2007-12-01,3.117,0.13,Belgium
2008-01-01,5.5939999999999985,0.135,Belgium
2008-02-01,5.178,0.234,Belgium
2008-03-01,5.9929999999999986,0.265,Belgium
2008-04-01,8.783999999999999,0.156,Belgium
2008-05-01,16.119999999999994,0.161,Belgium
2008-06-01,16.508,0.248,Belgium
2008-07-01,18.152,0.138,Belgium
2008-08-01,17.778,0.274,Belgium
2008-09-01,13.593,0.206,Belgium
2008-10-01,9.966,0.08,Belgium
2008-11-01,6.4380000000000015,0.191,Belgium
2008-12-01,1.955,0.168,Belgium
2009-01-01,-0.15599999999999992,0.17,Belgium
2009-02-01,3.012,0.16699999999999998,Belgium
2009-03-01,6.260999999999999,0.12,Belgium
2009-04-01,12.158,0.239,Belgium
2009-05-01,14.416,0.205,Belgium
2009-06-01,16.291,0.248,Belgium
2009-07-01,18.702,0.344,Belgium
2009-08-01,19.306,0.287,Belgium
2009-09-01,15.642000000000001,0.228,Belgium
2009-10-01,10.568,0.119,Belgium
2009-11-01,9.142000000000001,0.252,Belgium
2009-12-01,2.2,0.222,Belgium
2010-01-01,-0.7250000000000001,0.244,Belgium
2010-02-01,2.073,0.213,Belgium
2010-03-01,6.300999999999998,0.177,Belgium
2010-04-01,9.818,0.175,Belgium
2010-05-01,11.262,0.215,Belgium
2010-06-01,17.252,0.219,Belgium
2010-07-01,20.389,0.318,Belgium
2010-08-01,17.259,0.243,Belgium
2010-09-01,14.09,0.21600000000000005,Belgium
2010-10-01,10.13,0.145,Belgium
2010-11-01,5.855,0.206,Belgium
2010-12-01,-1.3630000000000002,0.319,Belgium
2011-01-01,3.2030000000000003,0.264,Belgium
2011-02-01,4.731999999999998,0.196,Belgium
2011-03-01,7.236000000000001,0.155,Belgium
2011-04-01,13.412,0.258,Belgium
2011-05-01,14.922999999999998,0.254,Belgium
2011-06-01,16.836,0.344,Belgium
2011-07-01,16.230999999999998,0.266,Belgium
2011-08-01,17.721,0.124,Belgium
2011-09-01,16.487000000000002,0.18600000000000005,Belgium
2011-10-01,11.595999999999998,0.22,Belgium
2011-11-01,7.735,0.213,Belgium
2011-12-01,5.5520000000000005,0.304,Belgium
2012-01-01,4.425,0.303,Belgium
2012-02-01,0.11599999999999965,0.197,Belgium
2012-03-01,8.578,0.171,Belgium
2012-04-01,8.408,0.235,Belgium
2012-05-01,14.479000000000001,0.214,Belgium
2012-06-01,15.300999999999998,0.362,Belgium
2012-07-01,17.617,0.287,Belgium
2012-08-01,19.277,0.301,Belgium
2012-09-01,14.538,0.282,Belgium
2012-10-01,10.501,0.253,Belgium
2012-11-01,6.582999999999999,0.252,Belgium
2012-12-01,4.399,0.26,Belgium
2013-01-01,1.65,0.35600000000000004,Belgium
2013-02-01,1.208,0.254,Belgium
2013-03-01,2.891,0.233,Belgium
2013-04-01,8.742999999999999,0.208,Belgium
2013-05-01,11.659,0.35600000000000004,Belgium
2013-06-01,15.827,0.252,Belgium
2013-07-01,20.013,0.244,Belgium
2013-08-01,18.49,0.358,Belgium
2013-09-01,,,Belgium
1743-11-01,10.203,2.03,France
1743-12-01,,,France
1744-01-01,,,France
1744-02-01,,,France
1744-03-01,,,France
1744-04-01,13.19,2.28,France
1744-05-01,14.133,1.891,France
1744-06-01,17.349,1.926,France
1744-07-01,18.782,1.994,France
1744-08-01,,,France
1744-09-01,15.964,2.009,France
1744-10-01,12.554,1.992,France
1744-11-01,9.839,1.921,France
1744-12-01,7.07,2.025,France
1745-01-01,5.5150000000000015,2.071,France
1745-02-01,6.425000000000002,1.976,France
1745-03-01,8.187000000000001,1.839,France
1745-04-01,11.672,1.82,France
1745-05-01,,,France
1745-06-01,,,France
1745-07-01,,,France
1745-08-01,,,France
1745-09-01,,,France
1745-10-01,,,France
1745-11-01,,,France
1745-12-01,,,France
1746-01-01,,,France
1746-02-01,,,France
1746-03-01,,,France
1746-04-01,,,France
1746-05-01,,,France
1746-06-01,,,France
1746-07-01,,,France
1746-08-01,,,France
1746-09-01,,,France
1746-10-01,,,France
1746-11-01,,,France
1746-12-01,,,France
1747-01-01,,,France
1747-02-01,,,France
1747-03-01,,,France
1747-04-01,,,France
1747-05-01,,,France
1747-06-01,,,France
1747-07-01,,,France
1747-08-01,,,France
1747-09-01,,,France
1747-10-01,,,France
1747-11-01,,,France
1747-12-01,,,France
1748-01-01,,,France
1748-02-01,,,France
1748-03-01,,,France
1748-04-01,,,France
1748-05-01,,,France
1748-06-01,,,France
1748-07-01,,,France
1748-08-01,,,France
1748-09-01,,,France
1748-10-01,,,France
1748-11-01,,,France
1748-12-01,,,France
1749-01-01,,,France
1749-02-01,,,France
1749-03-01,,,France
1749-04-01,,,France
1749-05-01,,,France
1749-06-01,,,France
1749-07-01,,,France
1749-08-01,,,France
1749-09-01,,,France
1749-10-01,,,France
1749-11-01,,,France
1749-12-01,,,France
1750-01-01,6.256,1.852,France
1750-02-01,9.193,2.255,France
1750-03-01,11.359000000000002,2.362,France
1750-04-01,11.89,1.777,France
1750-05-01,15.343,1.908,France
1750-06-01,17.632,1.885,France
1750-07-01,21.089,1.877,France
1750-08-01,19.392,1.758,France
1750-09-01,16.782,1.771,France
1750-10-01,11.077,1.815,France
1750-11-01,,,France
1750-12-01,6.606,1.955,France
1751-01-01,6.62,2.044,France
1751-02-01,5.37,2.295,France
1751-03-01,10.806,2.03,France
1751-04-01,11.194,1.825,France
1751-05-01,,,France
1751-06-01,18.534000000000002,1.927,France
1751-07-01,19.77,1.818,France
1751-08-01,19.545,1.743,France
1751-09-01,15.587000000000002,1.735,France
1751-10-01,,,France
1751-11-01,,,France
1751-12-01,,,France
1752-01-01,5.707999999999999,2.407,France
1752-02-01,,,France
1752-03-01,10.465000000000002,2.094,France
1752-04-01,11.407,1.994,France
1752-05-01,,,France
1752-06-01,,,France
1752-07-01,,,France
1752-08-01,,,France
1752-09-01,,,France
1752-10-01,12.48,1.923,France
1752-11-01,10.761,1.876,France
1752-12-01,8.365,1.925,France
1753-01-01,3.975,6.938,France
1753-02-01,6.8180000000000005,3.388,France
1753-03-01,10.880999999999998,3.38,France
1753-04-01,11.617,6.773,France
1753-05-01,15.501,2.13,France
1753-06-01,19.895,2.8510000000000004,France
1753-07-01,20.4,2.189,France
1753-08-01,18.394000000000002,6.495,France
1753-09-01,16.984,1.733,France
1753-10-01,13.365,1.743,France
1753-11-01,8.468,2.859,France
1753-12-01,6.9639999999999995,4.19,France
1754-01-01,5.547999999999999,2.698,France
1754-02-01,4.822,4.32,France
1754-03-01,6.915000000000001,3.799,France
1754-04-01,12.318,6.926,France
1754-05-01,15.985,3.359,France
1754-06-01,18.491,1.833,France
1754-07-01,19.02,2.922,France
1754-08-01,19.693,4.475,France
1754-09-01,16.641000000000002,3.195,France
1754-10-01,14.429,2.445,France
1754-11-01,10.754000000000001,2.158,France
1754-12-01,7.379,2.61,France
1755-01-01,2.5010000000000003,5.662000000000001,France
1755-02-01,4.404,4.605,France
1755-03-01,8.772,4.336,France
1755-04-01,14.933,4.583,France
1755-05-01,15.1,3.454,France
1755-06-01,20.177,3.767,France
1755-07-01,19.467,2.056,France
1755-08-01,18.009999999999994,2.9360000000000004,France
1755-09-01,16.11,1.586,France
1755-10-01,12.46,6.851,France
1755-11-01,9.463,6.683,France
1755-12-01,6.7250000000000005,7.622999999999998,France
1756-01-01,7.994,4.641,France
1756-02-01,9.222999999999999,4.063,France
1756-03-01,9.472999999999999,6.761,France
1756-04-01,11.55,2.668,France
1756-05-01,15.251,5.459,France
1756-06-01,19.384,3.24,France
1756-07-01,19.517,2.444,France
1756-08-01,18.497,8.45,France
1756-09-01,17.593,3.134,France
1756-10-01,12.046,3.115,France
1756-11-01,7.440999999999999,4.114,France
1756-12-01,4.5630000000000015,2.777,France
1757-01-01,3.495,2.504,France
1757-02-01,7.042999999999999,4.145,France
1757-03-01,8.918000000000003,3.799,France
1757-04-01,11.981,5.7429999999999986,France
1757-05-01,16.067999999999998,3.743,France
1757-06-01,19.913,4.017,France
1757-07-01,22.403000000000002,6.296,France
1757-08-01,19.606,4.4460000000000015,France
1757-09-01,16.512999999999998,7.379,France
1757-10-01,10.068,9.863,France
1757-11-01,8.943,4.399,France
1757-12-01,5.308000000000002,9.602,France
1758-01-01,2.7780000000000005,2.332,France
1758-02-01,6.571000000000001,3.214,France
1758-03-01,9.535,4.497,France
1758-04-01,10.837,7.987999999999999,France
1758-05-01,15.355,5.447,France
1758-06-01,18.464,4.997,France
1758-07-01,17.477,7.534,France
1758-08-01,18.193,6.516,France
1758-09-01,14.886,3.362,France
1758-10-01,10.469,10.724,France
1758-11-01,9.211,7.853,France
1758-12-01,7.072,5.559,France
1759-01-01,7.8629999999999995,5.855,France
1759-02-01,8.607999999999999,7.591,France
1759-03-01,9.556,3.317,France
1759-04-01,11.662999999999998,5.865,France
1759-05-01,15.087,3.383,France
1759-06-01,17.952,5.612,France
1759-07-01,20.566,4.459,France
1759-08-01,19.465,6.685,France
1759-09-01,17.62,5.92,France
1759-10-01,14.075,4.579,France
1759-11-01,6.886999999999999,6.0139999999999985,France
1759-12-01,4.732,7.887,France
1760-01-01,4.833,4.673,France
1760-02-01,6.665,3.035,France
1760-03-01,7.735000000000001,8.646,France
1760-04-01,13.364999999999998,6.401,France
1760-05-01,15.008,4.178,France
1760-06-01,17.775000000000006,2.747,France
1760-07-01,19.355999999999998,4.0680000000000005,France
1760-08-01,18.865,7.193,France
1760-09-01,17.276,5.159,France
1760-10-01,12.795,4.754,France
1760-11-01,9.303999999999998,3.1010000000000004,France
1760-12-01,8.141,3.1,France
1761-01-01,4.506,6.497000000000001,France
1761-02-01,8.744,3.685,France
1761-03-01,11.080000000000002,1.897,France
1761-04-01,11.138,4.285,France
1761-05-01,16.605,4.995,France
1761-06-01,19.192,2.569,France
1761-07-01,21.545,5.87,France
1761-08-01,20.11,2.974,France
1761-09-01,17.55,3.714,France
1761-10-01,11.987,4.762,France
1761-11-01,8.550999999999998,2.309,France
1761-12-01,3.9500000000000006,2.391,France
1762-01-01,8.541,2.386,France
1762-02-01,7.442,8.075,France
1762-03-01,7.083000000000001,4.897,France
1762-04-01,13.962,3.827,France
1762-05-01,16.16,6.1960000000000015,France
1762-06-01,18.31,6.295,France
1762-07-01,21.125,2.9560000000000004,France
1762-08-01,18.581,3.005,France
1762-09-01,16.369,8.006,France
1762-10-01,11.225,4.067,France
1762-11-01,8.668,2.475,France
1762-12-01,4.01,6.472,France
1763-01-01,3.2410000000000005,5.989,France
1763-02-01,8.956,4.676,France
1763-03-01,7.896000000000001,6.937,France
1763-04-01,11.625,2.026,France
1763-05-01,13.665,3.071,France
1763-06-01,17.498,5.766,France
1763-07-01,19.851,2.388,France
1763-08-01,19.989,3.176,France
1763-09-01,15.933000000000002,2.734,France
1763-10-01,10.965,6.12,France
1763-11-01,8.665,3.495,France
1763-12-01,8.182,2.282,France
1764-01-01,8.119,5.086,France
1764-02-01,9.507,3.155,France
1764-03-01,8.290000000000001,3.932,France
1764-04-01,10.882,4.627,France
1764-05-01,16.157,7.262,France
1764-06-01,18.032,3.218,France
1764-07-01,19.061,5.2429999999999986,France
1764-08-01,17.927,1.944,France
1764-09-01,15.747,4.973,France
1764-10-01,12.069,3.052,France
1764-11-01,9.274,3.168,France
1764-12-01,8.212,3.905,France
1765-01-01,8.755,9.947,France
1765-02-01,6.0360000000000005,4.248,France
1765-03-01,10.619000000000002,2.858,France
1765-04-01,12.105,1.99,France
1765-05-01,15.110999999999999,2.574,France
1765-06-01,17.937,3.063,France
1765-07-01,18.191,4.273,France
1765-08-01,18.862000000000002,2.64,France
1765-09-01,16.683,1.876,France
1765-10-01,13.18,1.43,France
1765-11-01,9.06,3.532,France
